"Nº de controle";"Número do tombo";"Estado";"Tipo de material";"Nº da obra";"Patrimônio";"Data de entrada";"Nº de chamada";"Título";"Autor";"Volume";"Exemplar";"Edição";"Lugar pub.";"Editora";"Data pub."
"12417";"18000125";"Disponível";"Livro";"12281";"";"24/02/2015";"51-7:336 C349m";"Matemática financeira aplicada";"Castelo Branco, Anísio Costa";"";"Ex. 03";"3. ed. revista e ampliada";"São Paulo";"Cengage Learning";"2010"
"12417";"18000126";"Disponível";"Livro";"12281";"";"24/02/2015";"51-7:336 C349m";"Matemática financeira aplicada";"Castelo Branco, Anísio Costa";"";"Ex. 04";"3. ed. revista e ampliada";"São Paulo";"Cengage Learning";"2010"
"12417";"18000127";"Disponível";"Livro";"12281";"";"24/02/2015";"51-7:336 C349m";"Matemática financeira aplicada";"Castelo Branco, Anísio Costa";"";"Ex. 05";"3. ed. revista e ampliada";"São Paulo";"Cengage Learning";"2010"
"12417";"18000128";"Disponível";"Livro";"12281";"";"24/02/2015";"51-7:336 C349m";"Matemática financeira aplicada";"Castelo Branco, Anísio Costa";"";"Ex. 06";"3. ed. revista e ampliada";"São Paulo";"Cengage Learning";"2010"
"12417";"18000129";"Disponível";"Livro";"12281";"";"24/02/2015";"51-7:336 C349m";"Matemática financeira aplicada";"Castelo Branco, Anísio Costa";"";"Ex. 07";"3. ed. revista e ampliada";"São Paulo";"Cengage Learning";"2010"
"12417";"18000130";"Disponível";"Livro";"12281";"";"24/02/2015";"51-7:336 C349m";"Matemática financeira aplicada";"Castelo Branco, Anísio Costa";"";"Ex. 08";"3. ed. revista e ampliada";"São Paulo";"Cengage Learning";"2010"
"12417";"18000131";"Disponível";"Livro";"12281";"";"24/02/2015";"51-7:336 C349m";"Matemática financeira aplicada";"Castelo Branco, Anísio Costa";"";"Ex. 09";"3. ed. revista e ampliada";"São Paulo";"Cengage Learning";"2010"
"12417";"18000132";"Disponível";"Livro";"12281";"";"24/02/2015";"51-7:336 C349m";"Matemática financeira aplicada";"Castelo Branco, Anísio Costa";"";"Ex. 10";"3. ed. revista e ampliada";"São Paulo";"Cengage Learning";"2010"
"12423";"18000133";"Congelado";"Livro";"12287";"";"25/02/2015";"54:62 B878q";"Química geral aplicada à engenharia";"Brown, Lawrence S.";"";"Ex. 01";"";"São Paulo";"Cengage Learning";"2010"
"12423";"18000134";"Disponível";"Livro";"12287";"";"25/02/2015";"54:62 B878q";"Química geral aplicada à engenharia";"Brown, Lawrence S.";"";"Ex. 02";"";"São Paulo";"Cengage Learning";"2010"
"12423";"18000135";"Disponível";"Livro";"12287";"";"25/02/2015";"54:62 B878q";"Química geral aplicada à engenharia";"Brown, Lawrence S.";"";"Ex. 03";"";"São Paulo";"Cengage Learning";"2010"
"12423";"18000136";"Disponível";"Livro";"12287";"";"25/02/2015";"54:62 B878q";"Química geral aplicada à engenharia";"Brown, Lawrence S.";"";"Ex. 04";"";"São Paulo";"Cengage Learning";"2010"
"12423";"18000137";"Disponível";"Livro";"12287";"";"25/02/2015";"54:62 B878q";"Química geral aplicada à engenharia";"Brown, Lawrence S.";"";"Ex. 05";"";"São Paulo";"Cengage Learning";"2010"
"12423";"18000138";"Disponível";"Livro";"12287";"";"25/02/2015";"54:62 B878q";"Química geral aplicada à engenharia";"Brown, Lawrence S.";"";"Ex. 06";"";"São Paulo";"Cengage Learning";"2010"
"12423";"18000139";"Disponível";"Livro";"12287";"";"25/02/2015";"54:62 B878q";"Química geral aplicada à engenharia";"Brown, Lawrence S.";"";"Ex. 07";"";"São Paulo";"Cengage Learning";"2010"
"12423";"18000140";"Disponível";"Livro";"12287";"";"25/02/2015";"54:62 B878q";"Química geral aplicada à engenharia";"Brown, Lawrence S.";"";"Ex. 08";"";"São Paulo";"Cengage Learning";"2010"
"12423";"18000141";"Disponível";"Livro";"12287";"";"25/02/2015";"54:62 B878q";"Química geral aplicada à engenharia";"Brown, Lawrence S.";"";"Ex. 09";"";"São Paulo";"Cengage Learning";"2010"
"12423";"18000142";"Disponível";"Livro";"12287";"";"25/02/2015";"54:62 B878q";"Química geral aplicada à engenharia";"Brown, Lawrence S.";"";"Ex. 10";"";"São Paulo";"Cengage Learning";"2010"
"92";"18000143";"Congelado";"Livro";"92";"";"25/02/2015";"551.50 F383m ";"Meteorologia prática";"Ferreira, Artur Gonçalves";"";"Ex. 01";"";"São Paulo - SP";"Oficina de Textos";"2006"
"92";"18000144";"Disponível";"Livro";"92";"";"25/02/2015";"551.50 F383m ";"Meteorologia prática";"Ferreira, Artur Gonçalves";"";"Ex. 02";"";"São Paulo - SP";"Oficina de Textos";"2006"
"92";"18000145";"Disponível";"Livro";"92";"";"25/02/2015";"551.50 F383m ";"Meteorologia prática";"Ferreira, Artur Gonçalves";"";"Ex. 03";"";"São Paulo - SP";"Oficina de Textos";"2006"
"92";"18000146";"Disponível";"Livro";"92";"";"25/02/2015";"551.50 F383m ";"Meteorologia prática";"Ferreira, Artur Gonçalves";"";"Ex. 04";"";"São Paulo - SP";"Oficina de Textos";"2006"
"92";"18000147";"Disponível";"Livro";"92";"";"25/02/2015";"551.50 F383m ";"Meteorologia prática";"Ferreira, Artur Gonçalves";"";"Ex. 05";"";"São Paulo - SP";"Oficina de Textos";"2006"
"92";"18000148";"Disponível";"Livro";"92";"";"25/02/2015";"551.50 F383m ";"Meteorologia prática";"Ferreira, Artur Gonçalves";"";"Ex. 06";"";"São Paulo - SP";"Oficina de Textos";"2006"
"92";"18000149";"Disponível";"Livro";"92";"";"25/02/2015";"551.50 F383m ";"Meteorologia prática";"Ferreira, Artur Gonçalves";"";"Ex. 07";"";"São Paulo - SP";"Oficina de Textos";"2006"
"92";"18000150";"Disponível";"Livro";"92";"";"25/02/2015";"551.50 F383m ";"Meteorologia prática";"Ferreira, Artur Gonçalves";"";"Ex. 08";"";"São Paulo - SP";"Oficina de Textos";"2006"
"92";"18000151";"Disponível";"Livro";"92";"";"25/02/2015";"551.50 F383m ";"Meteorologia prática";"Ferreira, Artur Gonçalves";"";"Ex. 09";"";"São Paulo - SP";"Oficina de Textos";"2006"
"92";"18000152";"Disponível";"Livro";"92";"";"25/02/2015";"551.50 F383m ";"Meteorologia prática";"Ferreira, Artur Gonçalves";"";"Ex. 10";"";"São Paulo - SP";"Oficina de Textos";"2006"
"3975";"18000153";"Congelado";"Livro";"3872";"";"25/02/2015";"635.64 D651";"Doenças do tomateiro";"Ávila, Antônio Carlos de / Lopes, Carlos Alberto ";"";"Ex. 01";"";"Brasília - DF";"Embrapa Hortaliças";"2005"
"3975";"18000154";"Disponível";"Livro";"3872";"";"25/02/2015";"635.64 D651";"Doenças do tomateiro";"Ávila, Antônio Carlos de / Lopes, Carlos Alberto ";"";"Ex. 02";"";"Brasília - DF";"Embrapa Hortaliças";"2005"
"3975";"18000155";"Disponível";"Livro";"3872";"";"25/02/2015";"635.64 D651";"Doenças do tomateiro";"Ávila, Antônio Carlos de / Lopes, Carlos Alberto ";"";"Ex. 03";"";"Brasília - DF";"Embrapa Hortaliças";"2005"
"3975";"18000156";"Disponível";"Livro";"3872";"";"25/02/2015";"635.64 D651";"Doenças do tomateiro";"Ávila, Antônio Carlos de / Lopes, Carlos Alberto ";"";"Ex. 04";"";"Brasília - DF";"Embrapa Hortaliças";"2005"
"3975";"18000157";"Disponível";"Livro";"3872";"";"25/02/2015";"635.64 D651";"Doenças do tomateiro";"Ávila, Antônio Carlos de / Lopes, Carlos Alberto ";"";"Ex. 05";"";"Brasília - DF";"Embrapa Hortaliças";"2005"
"3975";"18000158";"Disponível";"Livro";"3872";"";"25/02/2015";"635.64 D651";"Doenças do tomateiro";"Ávila, Antônio Carlos de / Lopes, Carlos Alberto ";"";"Ex. 06";"";"Brasília - DF";"Embrapa Hortaliças";"2005"
"3975";"18000159";"Disponível";"Livro";"3872";"";"25/02/2015";"635.64 D651";"Doenças do tomateiro";"Ávila, Antônio Carlos de / Lopes, Carlos Alberto ";"";"Ex. 07";"";"Brasília - DF";"Embrapa Hortaliças";"2005"
"3975";"18000160";"Disponível";"Livro";"3872";"";"25/02/2015";"635.64 D651";"Doenças do tomateiro";"Ávila, Antônio Carlos de / Lopes, Carlos Alberto ";"";"Ex. 08";"";"Brasília - DF";"Embrapa Hortaliças";"2005"
"3975";"18000161";"Disponível";"Livro";"3872";"";"25/02/2015";"635.64 D651";"Doenças do tomateiro";"Ávila, Antônio Carlos de / Lopes, Carlos Alberto ";"";"Ex. 09";"";"Brasília - DF";"Embrapa Hortaliças";"2005"
"3975";"18000162";"Disponível";"Livro";"3872";"";"25/02/2015";"635.64 D651";"Doenças do tomateiro";"Ávila, Antônio Carlos de / Lopes, Carlos Alberto ";"";"Ex. 10";"";"Brasília - DF";"Embrapa Hortaliças";"2005"
"12438";"18000163";"Congelado";"Livro";"12302";"";"25/02/2015";"658.511.3 K26g";"Gestão de projetos";"Keeling, Ralph";"";"Ex. 01";"2. ";"São Paulo";"Saraiva";"2013"
"12438";"18000164";"Disponível";"Livro";"12302";"";"26/02/2015";"658.511.3 K26g";"Gestão de projetos";"Keeling, Ralph";"";"Ex. 02";"2. ";"São Paulo";"Saraiva";"2013"
"12438";"18000165";"Disponível";"Livro";"12302";"";"26/02/2015";"658.511.3 K26g";"Gestão de projetos";"Keeling, Ralph";"";"Ex. 03";"2. ";"São Paulo";"Saraiva";"2013"
"12438";"18000166";"Disponível";"Livro";"12302";"";"26/02/2015";"658.511.3 K26g";"Gestão de projetos";"Keeling, Ralph";"";"Ex. 04";"2. ";"São Paulo";"Saraiva";"2013"
"12438";"18000167";"Disponível";"Livro";"12302";"";"26/02/2015";"658.511.3 K26g";"Gestão de projetos";"Keeling, Ralph";"";"Ex. 05";"2. ";"São Paulo";"Saraiva";"2013"
"12438";"18000168";"Disponível";"Livro";"12302";"";"26/02/2015";"658.511.3 K26g";"Gestão de projetos";"Keeling, Ralph";"";"Ex. 06";"2. ";"São Paulo";"Saraiva";"2013"
"12438";"18000169";"Disponível";"Livro";"12302";"";"26/02/2015";"658.511.3 K26g";"Gestão de projetos";"Keeling, Ralph";"";"Ex. 07";"2. ";"São Paulo";"Saraiva";"2013"
"12438";"18000170";"Disponível";"Livro";"12302";"";"26/02/2015";"658.511.3 K26g";"Gestão de projetos";"Keeling, Ralph";"";"Ex. 08";"2. ";"São Paulo";"Saraiva";"2013"
"12438";"18000171";"Disponível";"Livro";"12302";"";"26/02/2015";"658.511.3 K26g";"Gestão de projetos";"Keeling, Ralph";"";"Ex. 09";"2. ";"São Paulo";"Saraiva";"2013"
"12438";"18000172";"Disponível";"Livro";"12302";"";"26/02/2015";"658.511.3 K26g";"Gestão de projetos";"Keeling, Ralph";"";"Ex. 10";"2. ";"São Paulo";"Saraiva";"2013"
"12440";"18000173";"Congelado";"Livro";"12304";"";"26/02/2015";"532.5 B618f";"Fenômenos de transporte";"Bird, R. Byron";"";"Ex. 01";"2. ";"Rio de Janeiro";"LTC";"2011"
"12440";"18000174";"Disponível";"Livro";"12304";"";"26/02/2015";"532.5 B618f";"Fenômenos de transporte";"Bird, R. Byron";"";"Ex. 02";"2. ";"Rio de Janeiro";"LTC";"2011"
"12440";"18000175";"Disponível";"Livro";"12304";"";"26/02/2015";"532.5 B618f";"Fenômenos de transporte";"Bird, R. Byron";"";"Ex. 03";"2. ";"Rio de Janeiro";"LTC";"2011"
"12440";"18000176";"Disponível";"Livro";"12304";"";"26/02/2015";"532.5 B618f";"Fenômenos de transporte";"Bird, R. Byron";"";"Ex. 04";"2. ";"Rio de Janeiro";"LTC";"2011"
"12440";"18000177";"Disponível";"Livro";"12304";"";"26/02/2015";"532.5 B618f";"Fenômenos de transporte";"Bird, R. Byron";"";"Ex. 05";"2. ";"Rio de Janeiro";"LTC";"2011"
"12440";"18000178";"Disponível";"Livro";"12304";"";"26/02/2015";"532.5 B618f";"Fenômenos de transporte";"Bird, R. Byron";"";"Ex. 06";"2. ";"Rio de Janeiro";"LTC";"2011"
"12440";"18000179";"Disponível";"Livro";"12304";"";"26/02/2015";"532.5 B618f";"Fenômenos de transporte";"Bird, R. Byron";"";"Ex. 07";"2. ";"Rio de Janeiro";"LTC";"2011"
"12440";"18000180";"Disponível";"Livro";"12304";"";"26/02/2015";"532.5 B618f";"Fenômenos de transporte";"Bird, R. Byron";"";"Ex. 08";"2. ";"Rio de Janeiro";"LTC";"2011"
"12440";"18000181";"Disponível";"Livro";"12304";"";"26/02/2015";"532.5 B618f";"Fenômenos de transporte";"Bird, R. Byron";"";"Ex. 09";"2. ";"Rio de Janeiro";"LTC";"2011"
"12440";"18000182";"Disponível";"Livro";"12304";"";"26/02/2015";"532.5 B618f";"Fenômenos de transporte";"Bird, R. Byron";"";"Ex. 10";"2. ";"Rio de Janeiro";"LTC";"2011"
"12443";"18000183";"Congelado";"Livro";"12307";"";"26/02/2015";"37 F866e";"Extensão ou comunicação?";"Freire, Paulo";"";"Ex. 01";"15. ";"Rio de Janeiro";"Paz e Terra";"2011"
"12443";"18000184";"Disponível";"Livro";"12307";"";"26/02/2015";"37 F866e";"Extensão ou comunicação?";"Freire, Paulo";"";"Ex. 02";"15. ";"Rio de Janeiro";"Paz e Terra";"2011"
"12443";"18000185";"Disponível";"Livro";"12307";"";"26/02/2015";"37 F866e";"Extensão ou comunicação?";"Freire, Paulo";"";"Ex. 03";"15. ";"Rio de Janeiro";"Paz e Terra";"2011"
"12443";"18000186";"Disponível";"Livro";"12307";"";"26/02/2015";"37 F866e";"Extensão ou comunicação?";"Freire, Paulo";"";"Ex. 04";"15. ";"Rio de Janeiro";"Paz e Terra";"2011"
"12443";"18000187";"Disponível";"Livro";"12307";"";"26/02/2015";"37 F866e";"Extensão ou comunicação?";"Freire, Paulo";"";"Ex. 05";"15. ";"Rio de Janeiro";"Paz e Terra";"2011"
"12443";"18000188";"Disponível";"Livro";"12307";"";"26/02/2015";"37 F866e";"Extensão ou comunicação?";"Freire, Paulo";"";"Ex. 06";"15. ";"Rio de Janeiro";"Paz e Terra";"2011"
"12443";"18000189";"Disponível";"Livro";"12307";"";"26/02/2015";"37 F866e";"Extensão ou comunicação?";"Freire, Paulo";"";"Ex. 07";"15. ";"Rio de Janeiro";"Paz e Terra";"2011"
"12443";"18000190";"Disponível";"Livro";"12307";"";"26/02/2015";"37 F866e";"Extensão ou comunicação?";"Freire, Paulo";"";"Ex. 08";"15. ";"Rio de Janeiro";"Paz e Terra";"2011"
"12443";"18000191";"Disponível";"Livro";"12307";"";"26/02/2015";"37 F866e";"Extensão ou comunicação?";"Freire, Paulo";"";"Ex. 09";"15. ";"Rio de Janeiro";"Paz e Terra";"2011"
"12443";"18000192";"Disponível";"Livro";"12307";"";"26/02/2015";"37 F866e";"Extensão ou comunicação?";"Freire, Paulo";"";"Ex. 10";"15. ";"Rio de Janeiro";"Paz e Terra";"2011"
"12445";"18000193";"Congelado";"Livro";"12309";"314126";"26/02/2015";"658.152 C335a";"Análise de investimentos";"Casarotto Filho, Nelson / Kopittke, Bruno Hartmut";"";"Ex. 01";"11. ";"São Paulo";"Atlas";"2010"
"12445";"18000194";"Disponível";"Livro";"12309";"314131";"26/02/2015";"658.152 C335a";"Análise de investimentos";"Casarotto Filho, Nelson / Kopittke, Bruno Hartmut";"";"Ex. 02";"11. ";"São Paulo";"Atlas";"2010"
"12445";"18000195";"Disponível";"Livro";"12309";"314132";"26/02/2015";"658.152 C335a";"Análise de investimentos";"Casarotto Filho, Nelson / Kopittke, Bruno Hartmut";"";"Ex. 03";"11. ";"São Paulo";"Atlas";"2010"
"12445";"18000196";"Disponível";"Livro";"12309";"314129";"26/02/2015";"658.152 C335a";"Análise de investimentos";"Casarotto Filho, Nelson / Kopittke, Bruno Hartmut";"";"Ex. 04";"11. ";"São Paulo";"Atlas";"2010"
"12445";"18000197";"Disponível";"Livro";"12309";"314130";"26/02/2015";"658.152 C335a";"Análise de investimentos";"Casarotto Filho, Nelson / Kopittke, Bruno Hartmut";"";"Ex. 05";"11. ";"São Paulo";"Atlas";"2010"
"12445";"18000198";"Disponível";"Livro";"12309";"314133";"26/02/2015";"658.152 C335a";"Análise de investimentos";"Casarotto Filho, Nelson / Kopittke, Bruno Hartmut";"";"Ex. 06";"11. ";"São Paulo";"Atlas";"2010"
"12445";"18000199";"Disponível";"Livro";"12309";"314127";"26/02/2015";"658.152 C335a";"Análise de investimentos";"Casarotto Filho, Nelson / Kopittke, Bruno Hartmut";"";"Ex. 07";"11. ";"São Paulo";"Atlas";"2010"
"12445";"18000200";"Disponível";"Livro";"12309";"314128";"26/02/2015";"658.152 C335a";"Análise de investimentos";"Casarotto Filho, Nelson / Kopittke, Bruno Hartmut";"";"Ex. 08";"11. ";"São Paulo";"Atlas";"2010"
"12445";"18000201";"Disponível";"Livro";"12309";"314134";"26/02/2015";"658.152 C335a";"Análise de investimentos";"Casarotto Filho, Nelson / Kopittke, Bruno Hartmut";"";"Ex. 09";"11. ";"São Paulo";"Atlas";"2010"
"12445";"18000202";"Disponível";"Livro";"12309";"314125";"26/02/2015";"658.152 C335a";"Análise de investimentos";"Casarotto Filho, Nelson / Kopittke, Bruno Hartmut";"";"Ex. 10";"11. ";"São Paulo";"Atlas";"2010"
"12454";"18000203";"Congelado";"Livro";"12318";"";"26/02/2015";"911.3 S475g";"Globalização e espaço geográfico";"Sene, Eustáquio de";"";"Ex. 01";"4. ";"São Paulo";"Contexto";"2012"
"12454";"18000204";"Disponível";"Livro";"12318";"";"26/02/2015";"911.3 S475g";"Globalização e espaço geográfico";"Sene, Eustáquio de";"";"Ex. 02";"4. ";"São Paulo";"Contexto";"2012"
"12454";"18000205";"Disponível";"Livro";"12318";"";"26/02/2015";"911.3 S475g";"Globalização e espaço geográfico";"Sene, Eustáquio de";"";"Ex. 03";"4. ";"São Paulo";"Contexto";"2012"
"12454";"18000206";"Disponível";"Livro";"12318";"";"26/02/2015";"911.3 S475g";"Globalização e espaço geográfico";"Sene, Eustáquio de";"";"Ex. 04";"4. ";"São Paulo";"Contexto";"2012"
"12454";"18000207";"Disponível";"Livro";"12318";"";"26/02/2015";"911.3 S475g";"Globalização e espaço geográfico";"Sene, Eustáquio de";"";"Ex. 05";"4. ";"São Paulo";"Contexto";"2012"
"12454";"18000208";"Disponível";"Livro";"12318";"";"26/02/2015";"911.3 S475g";"Globalização e espaço geográfico";"Sene, Eustáquio de";"";"Ex. 06";"4. ";"São Paulo";"Contexto";"2012"
"12454";"18000209";"Disponível";"Livro";"12318";"";"26/02/2015";"911.3 S475g";"Globalização e espaço geográfico";"Sene, Eustáquio de";"";"Ex. 07";"4. ";"São Paulo";"Contexto";"2012"
"12454";"18000210";"Disponível";"Livro";"12318";"";"26/02/2015";"911.3 S475g";"Globalização e espaço geográfico";"Sene, Eustáquio de";"";"Ex. 08";"4. ";"São Paulo";"Contexto";"2012"
"12454";"18000211";"Disponível";"Livro";"12318";"";"26/02/2015";"911.3 S475g";"Globalização e espaço geográfico";"Sene, Eustáquio de";"";"Ex. 09";"4. ";"São Paulo";"Contexto";"2012"
"12454";"18000212";"Disponível";"Livro";"12318";"";"26/02/2015";"911.3 S475g";"Globalização e espaço geográfico";"Sene, Eustáquio de";"";"Ex. 10";"4. ";"São Paulo";"Contexto";"2012"
"12457";"18000213";"Congelado";"Livro";"12321";"";"26/02/2015";"628.116.2 B748a";"Águas de chuva ";"Botelho, Manoel Henrique Campos";"";"Ex. 01";"3. ";"São Paulo";"Blucher";"2011"
"12457";"18000214";"Disponível";"Livro";"12321";"";"26/02/2015";"628.116.2 B748a";"Águas de chuva ";"Botelho, Manoel Henrique Campos";"";"Ex. 02";"3. ";"São Paulo";"Blucher";"2011"
"12457";"18000215";"Disponível";"Livro";"12321";"";"26/02/2015";"628.116.2 B748a";"Águas de chuva ";"Botelho, Manoel Henrique Campos";"";"Ex. 03";"3. ";"São Paulo";"Blucher";"2011"
"12457";"18000216";"Disponível";"Livro";"12321";"";"26/02/2015";"628.116.2 B748a";"Águas de chuva ";"Botelho, Manoel Henrique Campos";"";"Ex. 04";"3. ";"São Paulo";"Blucher";"2011"
"12457";"18000217";"Disponível";"Livro";"12321";"";"26/02/2015";"628.116.2 B748a";"Águas de chuva ";"Botelho, Manoel Henrique Campos";"";"Ex. 05";"3. ";"São Paulo";"Blucher";"2011"
"12457";"18000218";"Disponível";"Livro";"12321";"";"26/02/2015";"628.116.2 B748a";"Águas de chuva ";"Botelho, Manoel Henrique Campos";"";"Ex. 06";"3. ";"São Paulo";"Blucher";"2011"
"12457";"18000219";"Disponível";"Livro";"12321";"";"26/02/2015";"628.116.2 B748a";"Águas de chuva ";"Botelho, Manoel Henrique Campos";"";"Ex. 07";"3. ";"São Paulo";"Blucher";"2011"
"12457";"18000220";"Disponível";"Livro";"12321";"";"26/02/2015";"628.116.2 B748a";"Águas de chuva ";"Botelho, Manoel Henrique Campos";"";"Ex. 08";"3. ";"São Paulo";"Blucher";"2011"
"12457";"18000221";"Disponível";"Livro";"12321";"";"26/02/2015";"628.116.2 B748a";"Águas de chuva ";"Botelho, Manoel Henrique Campos";"";"Ex. 09";"3. ";"São Paulo";"Blucher";"2011"
"12457";"18000222";"Disponível";"Livro";"12321";"";"26/02/2015";"628.116.2 B748a";"Águas de chuva ";"Botelho, Manoel Henrique Campos";"";"Ex. 10";"3. ";"São Paulo";"Blucher";"2011"
"12464";"18000223";"Congelado";"Livro";"12328";"";"27/02/2015";"37(091) P638h";"História da educação";"Piletti, Claudino";"";"Ex. 01";"";"São Paulo";"Contexto";"2012"
"12464";"18000224";"Disponível";"Livro";"12328";"";"27/02/2015";"37(091) P638h";"História da educação";"Piletti, Claudino";"";"Ex. 02";"";"São Paulo";"Contexto";"2012"
"12464";"18000225";"Disponível";"Livro";"12328";"";"27/02/2015";"37(091) P638h";"História da educação";"Piletti, Claudino";"";"Ex. 03";"";"São Paulo";"Contexto";"2012"
"12464";"18000226";"Disponível";"Livro";"12328";"";"27/02/2015";"37(091) P638h";"História da educação";"Piletti, Claudino";"";"Ex. 04";"";"São Paulo";"Contexto";"2012"
"12464";"18000227";"Disponível";"Livro";"12328";"";"27/02/2015";"37(091) P638h";"História da educação";"Piletti, Claudino";"";"Ex. 05";"";"São Paulo";"Contexto";"2012"
"12464";"18000228";"Disponível";"Livro";"12328";"";"27/02/2015";"37(091) P638h";"História da educação";"Piletti, Claudino";"";"Ex. 06";"";"São Paulo";"Contexto";"2012"
"12464";"18000229";"Disponível";"Livro";"12328";"";"27/02/2015";"37(091) P638h";"História da educação";"Piletti, Claudino";"";"Ex. 07";"";"São Paulo";"Contexto";"2012"
"12464";"18000230";"Emprestado";"Livro";"12328";"";"27/02/2015";"37(091) P638h";"História da educação";"Piletti, Claudino";"";"Ex. 08";"";"São Paulo";"Contexto";"2012"
"12464";"18000231";"Disponível";"Livro";"12328";"";"27/02/2015";"37(091) P638h";"História da educação";"Piletti, Claudino";"";"Ex. 09";"";"São Paulo";"Contexto";"2012"
"12464";"18000232";"Disponível";"Livro";"12328";"";"27/02/2015";"37(091) P638h";"História da educação";"Piletti, Claudino";"";"Ex. 10";"";"São Paulo";"Contexto";"2012"
